cylinders,displacement,horsepower,weight,acceleration,model,origin,target,Residual_signed,Residual,Residual_CV
4,91.0,53.0,1795.0,17.4,76,3,33.0,0.5600000000000023,0.31360000000000254,1.9530062499999628
6,225.0,100.0,3651.0,17.7,76,1,20.0,0.5380000000000003,0.28944400000000026,0.2555302499999978
6,250.0,78.0,3574.0,21.0,76,1,18.0,0.02499999999999858,0.000624999999999929,0.0006250000000002842
6,250.0,110.0,3645.0,16.2,76,1,18.5,0.1529999999999987,0.0234089999999996,0.01689999999999974
6,258.0,95.0,3193.0,17.8,76,1,17.5,-0.9879999999999995,0.9761439999999991,0.07952399999999801
4,97.0,71.0,1825.0,12.2,76,2,29.5,0.08500000000000085,0.007225000000000145,0.7174089999999962
4,85.0,70.0,1990.0,17.0,76,3,32.0,-0.07000000000000028,0.00490000000000004,5.946282249999971
4,97.0,75.0,2155.0,16.4,76,3,28.0,0.030000000000001137,0.0009000000000000682,2.4999999999990054e-05
4,140.0,72.0,2565.0,13.6,76,1,26.5,0.7749999999999986,0.6006249999999977,0.025600000000000046
4,130.0,102.0,3150.0,15.7,76,2,20.0,-0.26399999999999935,0.06969599999999966,1.3432809999999893
8,318.0,150.0,3940.0,13.2,76,1,13.0,-0.5970000000000013,0.3564090000000016,0.9428409999999967
4,120.0,88.0,3270.0,21.9,76,2,19.0,-1.3249999999999993,1.7556249999999982,1.0393802500000087
6,156.0,108.0,2930.0,15.5,76,3,19.0,-0.34800000000000253,0.12110400000000177,1.479872249999974
6,168.0,120.0,3820.0,16.7,76,2,16.5,-0.7360000000000007,0.541696000000001,0.15171024999999858
8,350.0,180.0,4380.0,12.1,76,1,16.5,0.8059999999999992,0.6496359999999987,0.5033902499999978
8,350.0,145.0,4055.0,12.0,76,1,13.0,-1.08,1.1664,0.29757024999999865
8,302.0,130.0,3870.0,15.0,76,1,13.0,-1.0999999999999996,1.2099999999999993,2.070720999999995
8,318.0,150.0,3755.0,14.0,76,1,13.0,-0.6490000000000009,0.42120100000000116,1.7397609999999974
4,98.0,68.0,2045.0,18.5,77,3,31.5,0.5949999999999989,0.35402499999999865,1.5575040000000115
4,111.0,80.0,2155.0,14.8,77,1,30.0,0.4800000000000004,0.2304000000000004,0.2894440000000079
4,79.0,58.0,1825.0,18.6,77,2,36.0,2.1980000000000004,4.831204000000001,8.590760999999901
4,122.0,96.0,2300.0,15.5,77,1,25.5,-0.08999999999999986,0.008099999999999975,0.22090000000001564
4,85.0,70.0,1945.0,16.8,77,3,33.5,0.6929999999999978,0.480248999999997,1.274640999999979
8,305.0,145.0,3880.0,12.5,77,1,17.5,0.5059999999999967,0.25603599999999666,0.5513062499999943
8,260.0,110.0,4060.0,19.0,77,1,17.0,-0.17299999999999827,0.0299289999999994,0.10627600000000496
8,318.0,145.0,4140.0,13.7,77,1,15.5,-0.062000000000001165,0.0038440000000001446,0.27931225000000115
8,302.0,130.0,4295.0,14.9,77,1,15.0,-0.21700000000000053,0.04708900000000023,1.5737702500000093
6,250.0,110.0,3520.0,16.4,77,1,17.5,-0.5719999999999992,0.32718399999999903,0.054756000000005814
6,231.0,105.0,3425.0,16.9,77,1,20.5,0.41899999999999693,0.17556099999999744,2.4999999999990054e-05
6,225.0,100.0,3630.0,17.7,77,1,19.0,-0.2240000000000002,0.05017600000000009,1.2166090000000425
6,250.0,98.0,3525.0,19.0,77,1,18.5,0.2469999999999999,0.061008999999999945,0.10048899999999786
8,400.0,180.0,4220.0,11.1,77,1,16.0,0.15000000000000036,0.022500000000000107,0.07022499999999747
8,350.0,170.0,4165.0,11.4,77,1,15.5,-0.08000000000000007,0.006400000000000012,0.0029160000000000292
8,400.0,190.0,4325.0,12.2,77,1,15.5,-0.2240000000000002,0.05017600000000009,0.6715802499999994
8,351.0,149.0,4335.0,14.5,77,1,16.0,0.1750000000000007,0.03062500000000025,0.0017639999999992384
4,97.0,78.0,1940.0,14.5,77,2,29.0,-0.754999999999999,0.5700249999999984,0.7216502500000044
4,151.0,88.0,2740.0,16.0,77,1,24.5,-0.17499999999999716,0.030624999999999004,0.02689599999999932
4,97.0,75.0,2265.0,18.2,77,3,26.0,-0.4269999999999996,0.18232899999999966,2.5824490000000093
4,140.0,89.0,2755.0,15.8,77,1,25.5,0.5120000000000076,0.26214400000000776,0.3751562499999878
4,98.0,63.0,2051.0,17.0,77,1,30.5,-0.10500000000000043,0.01102500000000009,0.3510562499999887
4,98.0,83.0,2075.0,15.9,77,1,33.5,1.4849999999999994,2.205224999999998,4.826809000000027
4,97.0,67.0,1985.0,16.4,77,3,30.0,-0.47899999999999565,0.22944099999999584,0.005775999999998998
4,97.0,78.0,2190.0,14.1,77,2,30.5,0.6460000000000008,0.417316000000001,0.028900000000002996
6,146.0,97.0,2815.0,14.5,77,3,22.0,0.25400000000000134,0.06451600000000068,1.0983039999999964
4,121.0,110.0,2600.0,12.8,77,2,21.5,-0.8410000000000046,0.7072810000000078,0.08584899999999332
3,80.0,110.0,2720.0,13.5,77,3,21.5,-0.33100000000000307,0.10956100000000203,13.764099999999953
4,90.0,48.0,1985.0,21.5,78,2,43.1,2.92500000000004,8.555625000000234,19.302842250000214
4,98.0,66.0,1800.0,14.4,78,1,36.1,0.9440000000000452,0.8911360000000854,1.1130250000000295
4,78.0,52.0,1985.0,19.4,78,3,32.8,-2.0920000000000414,4.3764640000001735,5.257848999999866
4,85.0,70.0,2070.0,18.6,78,3,39.4,2.3329999999999487,5.44288899999976,5.7336302499999015
4,91.0,60.0,1800.0,16.4,78,3,36.1,0.6960000000000406,0.4844160000000565,3.6729722500000515
8,260.0,110.0,3365.0,15.5,78,1,19.9,0.005999999999971806,3.599999999966167e-05,0.40195600000003195
8,318.0,140.0,3735.0,13.2,78,1,19.4,0.533999999999974,0.28515599999997226,1.7969402500000726
8,302.0,139.0,3570.0,12.8,78,1,20.2,0.765999999999984,0.5867559999999755,1.6744359999999736
6,231.0,105.0,3535.0,19.2,78,1,19.2,-0.08300000000001262,0.006889000000002095,0.30858025000003786
6,200.0,95.0,3155.0,18.2,78,1,20.5,0.272000000000002,0.0739840000000011,0.1652422500000154
6,200.0,85.0,2965.0,15.8,78,1,20.2,-0.6450000000000067,0.41602500000000864,0.6021759999999501
4,140.0,88.0,2720.0,15.4,78,1,25.1,0.0910000000000295,0.00828100000000537,0.5069439999999592
6,225.0,100.0,3430.0,17.2,78,1,20.5,0.38199999999999434,0.14592399999999567,0.0013689999999991398
6,232.0,90.0,3210.0,17.2,78,1,19.4,-0.36300000000002086,0.13176900000001515,0.3445690000000247
6,231.0,105.0,3380.0,15.8,78,1,20.6,0.13100000000002154,0.017161000000005644,0.3642122499999962
6,200.0,85.0,3070.0,16.7,78,1,20.8,0.030000000000008242,0.0009000000000004946,0.12425625000001693
6,225.0,110.0,3620.0,18.7,78,1,18.6,-0.1489999999999796,0.02220099999999392,0.0037209999999952255
6,258.0,120.0,3410.0,15.1,78,1,18.1,-0.8729999999999976,0.7621289999999957,0.3721000000000253
8,305.0,145.0,3425.0,13.2,78,1,19.2,0.2489999999999739,0.062000999999987004,2.376222250000063
6,231.0,165.0,3445.0,13.4,78,1,17.7,-0.43600000000002836,0.19009600000002475,1.969812250000023
8,302.0,139.0,3205.0,11.2,78,1,18.1,-0.3729999999999798,0.13912899999998493,1.4969522500000207
8,318.0,140.0,4080.0,13.7,78,1,17.5,0.4969999999999999,0.2470089999999999,0.08208225000000623
4,98.0,68.0,2155.0,16.5,78,1,30.0,-0.6410000000000053,0.4108810000000068,0.534361000000018
4,134.0,95.0,2560.0,14.2,78,3,27.5,1.5420000000000122,2.3777640000000377,0.33235224999998697
4,119.0,97.0,2300.0,14.7,78,3,27.2,0.08100000000000307,0.006561000000000497,2.5504090000000157
4,105.0,75.0,2230.0,14.5,78,1,30.9,1.109999999999971,1.2320999999999356,0.0529000000000002
4,134.0,95.0,2515.0,14.8,78,3,21.1,-2.3349999999999724,5.4522249999998715,1.3213502499999994
4,156.0,105.0,2745.0,16.7,78,1,23.2,0.054999999999999716,0.0030249999999999687,0.00030624999999931857
4,151.0,85.0,2855.0,17.6,78,1,23.8,0.0990000000000002,0.009801000000000039,0.4153802500000101
4,119.0,97.0,2405.0,14.9,78,3,23.9,-0.9060000000000272,0.8208360000000493,0.3119222500000144
5,131.0,103.0,2830.0,15.9,78,2,20.3,-0.6599999999999717,0.4355999999999627,1.2067022499999562
6,163.0,125.0,3140.0,13.6,78,2,17.0,-0.6890000000000036,0.474721000000005,5.9829159999999035
4,121.0,115.0,2795.0,15.7,78,2,21.6,-0.28199999999996805,0.07952399999998198,2.6001562500000137
6,163.0,133.0,3410.0,15.8,78,2,16.2,-0.9020000000000188,0.8136040000000339,4.734975999999946
4,89.0,71.0,1990.0,14.9,78,2,31.5,-0.23700000000000188,0.05616900000000089,0.5890562500000301
4,98.0,68.0,2135.0,16.6,78,3,29.5,-1.5699999999999967,2.46489999999999,1.3467602500000553
6,231.0,115.0,3245.0,15.4,79,1,21.5,0.2650000000000041,0.07022500000000219,0.12285025000000516
6,200.0,85.0,2990.0,18.2,79,1,19.8,-1.6809999999999796,2.8257609999999316,5.767202249999806
4,140.0,88.0,2890.0,17.3,79,1,22.3,-0.9610000000000021,0.923521000000004,4.864230250000081
6,232.0,90.0,3265.0,18.2,79,1,20.2,-0.01900000000002322,0.00036100000000088237,0.949650250000005
6,225.0,110.0,3360.0,16.6,79,1,20.6,0.03900000000001924,0.0015210000000015008,0.05017600000000646
8,305.0,130.0,3840.0,15.4,79,1,17.0,-0.42200000000000415,0.1780840000000035,0.05784025000001236
8,302.0,129.0,3725.0,13.4,79,1,17.6,-0.4479999999999862,0.20070399999998761,0.1572122500000138
8,351.0,138.0,3955.0,13.2,79,1,16.5,-0.7080000000000055,0.5012640000000078,0.02059225000000088
8,318.0,135.0,3830.0,15.2,79,1,18.2,0.4069999999999787,0.16564899999998267,0.025122250000000027
8,350.0,155.0,4360.0,14.9,79,1,16.9,0.33699999999998553,0.11356899999999025,0.2043040000000048
8,351.0,142.0,4054.0,14.3,79,1,15.5,-0.642000000000003,0.41216400000000386,0.25150225000000004
8,267.0,125.0,3605.0,15.0,79,1,19.2,-0.1780000000000186,0.03168400000000662,0.9564840000000725
8,360.0,150.0,3940.0,13.0,79,1,18.5,0.764999999999997,0.5852249999999954,0.8528522500000209
4,89.0,71.0,1925.0,14.0,79,2,31.9,-1.91700000000003,3.674889000000115,3.888783999999949
4,86.0,65.0,1975.0,15.2,79,3,34.1,0.042000000000044224,0.0017640000000037149,3.4169522500001626
4,98.0,80.0,1915.0,14.4,79,1,35.7,0.6640000000000299,0.4408960000000397,8.305923999999948
4,121.0,80.0,2670.0,15.0,79,1,27.4,-0.3900000000000432,0.1521000000000337,0.060270250000003404
5,183.0,77.0,3530.0,20.1,79,2,25.4,-0.026000000000035328,0.000676000000001837,0.7490902500000137
8,350.0,125.0,3900.0,17.4,79,1,23.0,1.3790000000000013,1.9016410000000037,5.363856000000093
4,141.0,71.0,3190.0,24.8,79,2,27.2,-0.6279999999999788,0.39438399999997337,0.6552902499999711
8,260.0,90.0,3420.0,22.2,79,1,23.9,0.9189999999999756,0.8445609999999552,6.851306249999999
4,105.0,70.0,2200.0,13.2,79,1,34.2,-0.3359999999999559,0.11289599999997035,1.5475360000001408
4,105.0,70.0,2150.0,14.9,79,1,34.5,-0.31099999999999284,0.09672099999999555,1.0920250000000185
4,85.0,65.0,2020.0,19.2,79,3,31.8,-2.1260000000000296,4.519876000000126,0.004489000000008116
4,91.0,69.0,2130.0,14.7,79,2,37.3,0.3249999999999531,0.10562499999996952,3.2887822500001205
4,151.0,90.0,2670.0,16.0,79,1,28.4,0.4519999999999591,0.20430399999996302,0.8091002499999675
6,173.0,115.0,2595.0,11.3,79,1,28.8,1.0649999999999729,1.134224999999942,4.370190249999846
6,173.0,115.0,2700.0,12.9,79,1,26.8,0.7149999999999856,0.5112249999999795,1.8755302499999962
4,151.0,90.0,2556.0,13.2,79,1,33.5,2.1149999999999913,4.473224999999963,17.197609000000107
4,98.0,76.0,2144.0,14.7,80,2,41.5,2.9099999999999966,8.46809999999998,12.913242249999838
4,89.0,60.0,1968.0,18.8,80,3,38.1,0.2300000000000395,0.052900000000018176,8.3897122500001
4,98.0,70.0,2120.0,15.5,80,1,32.1,-1.5709999999999624,2.468040999999882,0.24354225000001145
4,86.0,65.0,2019.0,16.4,80,3,37.2,0.3490000000000393,0.12180100000002742,0.960400000000147
4,151.0,90.0,2678.0,16.5,80,1,28.0,0.05499999999999261,0.003024999999999187,0.010712250000003753
4,140.0,88.0,2870.0,18.1,80,1,26.4,0.5619999999999656,0.3158439999999614,1.61544100000002
4,151.0,90.0,3003.0,20.1,80,1,24.3,-0.7650000000000077,0.5852250000000118,0.37761024999999515
6,225.0,90.0,3381.0,18.7,80,1,19.1,-1.380999999999979,1.9071609999999417,1.8673222499999085
4,97.0,78.0,2188.0,15.8,80,2,34.3,-0.13100000000003575,0.017161000000009367,1.7889062500001103
4,134.0,90.0,2711.0,15.5,80,3,29.8,-0.29900000000002436,0.08940100000001457,11.282880999999941
4,120.0,75.0,2542.0,17.5,80,3,31.3,-0.06600000000003803,0.00435600000000502,0.13468900000000325
4,119.0,92.0,2434.0,15.0,80,3,37.0,1.6769999999999925,2.8123289999999748,10.637382250000126
4,108.0,75.0,2265.0,15.2,80,3,32.2,-0.4789999999999637,0.2294409999999652,0.09180900000001987
4,86.0,65.0,2110.0,17.9,80,3,46.6,3.460000000000008,11.971600000000056,44.782864000000195
4,156.0,105.0,2800.0,14.4,80,1,27.9,1.0799999999999628,1.1663999999999195,1.2645002499999787
4,85.0,65.0,2110.0,19.2,80,3,40.8,0.35099999999994935,0.12320099999996445,28.847641000000483
4,90.0,48.0,2085.0,21.7,80,2,44.3,0.9829999999999686,0.9662889999999382,21.100242250000118
4,90.0,48.0,2335.0,23.7,80,2,43.4,2.5539999999999523,6.522915999999756,19.945155999999884
5,121.0,67.0,2950.0,19.9,80,2,36.4,2.7229999999999563,7.414728999999762,16.41465224999986
4,146.0,67.0,3250.0,21.8,80,2,30.0,0.31200000000000117,0.09734400000000072,0.8528522499999552
4,91.0,67.0,1850.0,13.8,80,3,44.6,3.8990000000000293,15.202201000000228,24.65619025000006
4,85.0,,1835.0,17.3,80,2,40.9,1.9729999999999706,3.8927289999998838,23.507952249999875
4,97.0,67.0,2145.0,18.0,80,3,33.8,-1.465000000000039,2.146225000000114,3.3617222499997683
4,89.0,62.0,1845.0,15.3,80,2,29.8,-2.794000000000029,7.806436000000161,4.94172899999998
6,168.0,132.0,2910.0,11.4,80,3,32.7,4.802000000000028,23.059204000000268,57.388200250000345
3,70.0,100.0,2420.0,12.5,80,3,23.7,-4.87299999999998,23.746128999999804,17.707263999999988
4,122.0,88.0,2500.0,15.1,80,2,35.0,1.0949999999999989,1.1990249999999976,18.17316899999983
4,140.0,,2905.0,14.3,80,1,23.6,-1.1719999999999793,1.3735839999999515,7.647990250000036
4,107.0,72.0,2290.0,17.0,80,3,32.4,-0.16000000000003212,0.025600000000010278,0.1166222499999781
4,135.0,84.0,2490.0,15.7,81,1,27.2,-1.613999999999983,2.6049959999999452,1.953006250000042
4,151.0,84.0,2635.0,16.4,81,1,26.6,-0.773999999999976,0.5990759999999629,0.09272024999998972
4,156.0,92.0,2620.0,14.4,81,1,25.8,-0.26100000000001344,0.06812100000000702,1.0516502500000238
6,173.0,110.0,2725.0,12.6,81,1,23.5,-0.9610000000000021,0.923521000000004,0.1372702500000183
4,135.0,84.0,2385.0,12.9,81,1,30.0,-1.4279999999999973,2.039183999999992,0.3220562500000271
4,79.0,58.0,1755.0,16.9,81,3,39.1,0.9570000000000434,0.915849000000083,2.53446399999977
4,86.0,64.0,1875.0,16.4,81,1,39.0,1.3170000000000002,1.7344890000000004,0.04515624999997222
4,81.0,60.0,1760.0,16.1,81,3,35.1,-0.5369999999999493,0.28836899999994553,4.420506249999877
4,97.0,67.0,2065.0,17.8,81,3,32.3,-1.5780000000000385,2.4900840000001216,0.06225024999997045
4,85.0,65.0,1975.0,19.4,81,3,37.0,-0.0030000000000001137,9.000000000000683e-06,8.871462249999938
4,89.0,62.0,2050.0,17.3,81,3,37.7,0.9860000000000468,0.9721960000000923,1.8632250000000636
4,91.0,68.0,1985.0,16.0,81,3,34.1,-0.0339999999999705,0.001155999999997994,0.00014400000000086357
4,105.0,63.0,2215.0,14.9,81,1,34.7,-0.42699999999995697,0.18232899999996324,1.6537960000000036
4,98.0,65.0,2045.0,16.2,81,1,34.4,-0.23600000000003263,0.0556960000000154,0.3486902499999565
4,98.0,65.0,2380.0,20.7,81,1,29.9,-2.3590000000000444,5.564881000000209,1.095162250000011
4,105.0,74.0,2190.0,14.2,81,2,33.0,-0.5599999999999881,0.3135999999999866,0.13616100000002082
4,100.0,,2320.0,15.8,81,2,34.5,0.28599999999999426,0.08179599999999672,2.5027240000000024
4,107.0,75.0,2210.0,14.4,81,3,33.7,-0.22399999999996822,0.05017599999998577,0.0008122500000028966
4,108.0,75.0,2350.0,16.8,81,3,32.4,-0.13500000000004064,0.018225000000010972,0.8208360000000107
4,119.0,100.0,2615.0,14.8,81,3,32.9,1.6619999999999706,2.762243999999902,2.4242489999999512
4,120.0,74.0,2635.0,18.3,81,3,31.6,0.5750000000000348,0.33062500000004,2.6994489999999787
4,141.0,80.0,3230.0,20.4,81,2,28.1,0.06100000000003192,0.003721000000003894,2.704380250000084
6,145.0,76.0,3160.0,19.6,81,2,30.7,2.159000000000024,4.661281000000103,4.198400999999896
6,168.0,116.0,2900.0,12.6,81,3,25.4,-0.54200000000003,0.29376400000003255,0.7920999999999947
6,146.0,120.0,2930.0,13.8,81,3,24.2,-0.9669999999999881,0.935088999999977,0.6225210000000135
6,231.0,110.0,3415.0,15.8,81,1,22.4,0.4189999999999756,0.17556099999997957,1.4945062500000525
8,350.0,105.0,3725.0,19.0,81,1,26.6,2.1530000000000307,4.6354090000001325,25.22550625000001
6,200.0,88.0,3060.0,17.1,81,1,20.2,-1.3540000000000099,1.8333160000000268,0.31192225000001833
6,225.0,85.0,3465.0,16.6,81,1,17.6,-3.0259999999999856,9.156675999999912,19.44809999999975
4,112.0,88.0,2605.0,19.6,82,1,28.0,-0.3880000000000017,0.1505440000000013,1.0342889999999845
4,112.0,88.0,2640.0,18.6,82,1,27.0,-0.7089999999999996,0.5026809999999995,0.11902499999999432
4,112.0,88.0,2395.0,18.0,82,1,34.0,1.110999999999997,1.2343209999999936,2.639000249999992
4,112.0,85.0,2575.0,16.2,82,1,31.0,0.7850000000000001,0.6162250000000002,0.16483599999999904
4,135.0,84.0,2525.0,16.0,82,1,29.0,-0.4119999999999884,0.16974399999999043,0.06051599999999759
4,151.0,90.0,2735.0,18.0,82,1,27.0,0.04100000000000392,0.0016810000000003216,0.0008702499999999262
4,140.0,92.0,2865.0,16.4,82,1,24.0,-0.8580000000000005,0.7361640000000009,0.8621122500000258
4,151.0,,3035.0,20.5,82,1,23.0,-1.009999999999991,1.0200999999999816,6.5664062500000915
4,105.0,74.0,1980.0,15.3,82,2,36.0,0.07099999999999795,0.00504099999999971,2.2410089999999783
4,91.0,68.0,2025.0,18.2,82,3,37.0,0.7989999999999995,0.6384009999999992,0.3416402500000397
4,91.0,68.0,1970.0,17.6,82,3,31.0,-2.2479999999999976,5.053503999999989,0.7005690000000888
4,105.0,63.0,2125.0,14.7,82,1,38.0,0.5169999999999959,0.2672889999999958,4.774225000000227
4,98.0,70.0,2125.0,17.3,82,1,36.0,0.21599999999999397,0.046655999999997394,1.640961000000088
4,120.0,88.0,2160.0,14.5,82,3,36.0,0.14500000000000313,0.021025000000000908,31.702530250000176
4,107.0,75.0,2205.0,14.5,82,3,36.0,0.7160000000000082,0.5126560000000118,2.665056250000094
4,108.0,70.0,2245.0,16.9,82,3,34.0,0.2959999999999994,0.08761599999999962,6.400000000015643e-05
4,91.0,67.0,1965.0,15.0,82,3,38.0,1.0120000000000076,1.0241440000000153,0.13068225000000477
4,91.0,67.0,1965.0,15.7,82,3,32.0,-1.806999999999995,3.265248999999982,0.16524224999997497
4,91.0,67.0,1995.0,16.2,82,3,38.0,1.4609999999999985,2.134520999999996,0.1501562500000022
6,181.0,110.0,2945.0,16.4,82,1,25.0,-0.2360000000000042,0.05569600000000199,3.9680640000000458
6,262.0,85.0,3015.0,17.0,82,1,38.0,5.594999999999999,31.30402499999999,202.4217562500002
4,156.0,92.0,2585.0,14.5,82,1,26.0,-0.786999999999999,0.6193689999999985,0.44622399999997053
6,232.0,112.0,2835.0,14.7,82,1,22.0,-3.3840000000000003,11.451456000000002,1.1025000000000165
4,144.0,96.0,2665.0,13.9,82,3,32.0,1.3519999999999968,1.8279039999999913,9.464852249999865
4,135.0,84.0,2370.0,13.0,82,1,36.0,1.902000000000001,3.617604000000004,5.728842250000048
4,151.0,90.0,2950.0,17.3,82,1,27.0,0.902999999999988,0.8154089999999784,1.735806249999988
4,140.0,86.0,2790.0,15.6,82,1,27.0,0.1939999999999955,0.037635999999998254,0.03763600000000515
4,97.0,52.0,2130.0,24.6,82,2,44.0,2.2509999999999977,5.06700099999999,8.985006249999929
4,135.0,84.0,2295.0,11.6,82,1,32.0,-0.6640000000000015,0.44089600000000195,4.102650250000075
4,120.0,79.0,2625.0,18.6,82,1,28.0,-0.5879999999999974,0.34574399999999694,0.13950225000001323
4,119.0,82.0,2720.0,19.4,82,1,31.0,1.3909999999999982,1.9348809999999952,0.0014440000000000195
