X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,target,Residual_signed,Residual,Residual_CV
7,5,3,6,86.2,26.2,94.3,5.1,8.2,51,6.7,0.0,0.0,-2.3386,5.46904996,3.079674010000004
7,4,10,3,90.6,35.4,669.1,6.7,18.0,33,0.9,0.0,0.0,-1.0732000000000002,1.1517582400000004,18.543789062500043
7,4,10,7,90.6,43.7,686.9,6.7,14.6,33,1.3,0.0,0.0,-3.2818,10.77021124,46.39448882250007
8,6,3,6,91.7,33.3,77.5,9.0,8.3,97,4.0,0.2,0.0,-1.9647999999999999,3.8604390399999997,2.7703938024999983
8,6,3,1,89.3,51.3,102.2,9.6,11.4,99,1.8,0.0,0.0,-1.4868999999999997,2.210871609999999,2.1471040899999982
8,6,8,1,92.3,85.3,488.0,14.7,22.2,29,5.4,0.0,0.0,-8.063899999999999,65.02648320999998,3.957314490000005
8,6,8,2,92.3,88.9,495.6,8.5,24.1,27,3.1,0.0,0.0,-1.1233,1.26180289,1.853273822500002
8,6,8,2,91.5,145.4,608.2,10.7,8.0,86,2.2,0.0,0.0,-1.4565000000000001,2.1213922500000004,3.120698902500001
8,6,9,3,91.0,129.5,692.6,7.0,13.1,63,5.4,0.0,0.0,-7.539200000000002,56.83953664000003,0.7600352400000004
7,5,9,7,92.5,88.0,698.6,7.1,22.8,40,4.0,0.0,0.0,-6.6358999999999995,44.035168809999995,2.6684856024999988
7,5,9,7,92.5,88.0,698.6,7.1,17.8,51,7.2,0.0,0.0,-4.035099999999999,16.28203200999999,7.269224822500009
7,5,9,7,92.8,73.2,713.0,22.6,19.3,38,4.0,0.0,0.0,-3.9986,15.988801960000002,1.9318220099999972
6,5,8,6,63.5,70.8,665.3,0.8,17.0,72,6.7,0.0,0.0,-2.986533333333333,8.91938135111111,16.660683062500027
6,5,9,2,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0.0,-4.8674,23.69158276,1.0825362024999998
6,5,9,4,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,0.0,-17.3257,300.17988049,5.167438239999998
6,5,9,6,93.3,141.2,713.9,13.9,22.9,44,5.4,0.0,0.0,-6.262399999999999,39.21765375999998,0.8683444225000003
5,5,3,7,91.7,35.8,80.8,7.8,15.1,27,5.4,0.0,0.0,-3.3966999999999996,11.537570889999998,0.007770422499999999
8,5,10,2,84.9,32.8,664.2,3.0,16.7,47,4.9,0.0,0.0,-3.2365000000000004,10.474932250000002,2.195879422500002
6,4,3,4,89.2,27.9,70.8,6.3,15.9,35,4.0,0.0,0.0,-7.775300000000002,60.455290090000034,0.50154724
6,4,4,7,86.3,27.4,97.1,5.1,9.3,44,4.5,0.0,0.0,-1.0912,1.1907174399999998,2.4315724225
6,4,9,3,91.0,129.5,692.6,7.0,18.3,40,2.7,0.0,0.0,-15.429900000000002,238.08181401000004,1.4177664900000013
5,4,9,2,91.8,78.5,724.3,9.2,19.1,38,2.7,0.0,0.0,-0.2629,0.06911641000000002,9.61372035999999
7,4,6,1,94.3,96.3,200.0,56.1,21.0,44,4.5,0.0,0.0,-1.6146999999999998,2.6072560899999995,3.207143722499994
7,4,8,7,90.2,110.9,537.4,6.2,19.5,43,5.8,0.0,0.0,-4.6739999999999995,21.846275999999996,2.2199510025
7,4,8,7,93.5,139.4,594.2,20.3,23.7,32,5.8,0.0,0.0,-3.415466666666666,11.665412551111109,24.413975102500068
7,4,8,1,91.4,142.4,601.4,10.6,16.3,60,5.4,0.0,0.0,-5.3751999999999995,28.892775039999997,0.8637843600000013
7,4,9,6,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,0.0,-2.4370516666666653,5.939220826002771,2.11673401
7,4,9,2,90.9,126.5,686.5,7.0,19.4,48,1.3,0.0,0.0,-4.2494000000000005,18.057400360000003,1.0487808099999991
6,3,9,7,93.4,145.4,721.4,8.1,30.2,24,2.7,0.0,0.0,-0.43920000000000003,0.19289664000000004,3.8273053224999942
6,3,9,1,93.5,149.3,728.6,8.1,22.8,39,3.6,0.0,0.0,-11.2314,126.14434596000001,0.5026810000000003
6,3,9,6,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0,-4.0182,16.145931240000003,0.84732025
6,3,9,2,88.6,91.8,709.9,7.1,11.2,78,7.6,0.0,0.0,-5.162400000000002,26.65037376000002,2.9632179599999993
6,3,9,6,88.6,69.7,706.8,5.8,20.6,37,1.8,0.0,0.0,-6.708800000000001,45.00799744000001,0.8609984100000001
6,3,9,1,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,-1.4819,2.19602761,1.3070205625000002
6,3,9,2,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0.0,-0.5335,0.28462224999999997,1.3532668899999996
6,3,9,3,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,0.0,-3.6310000000000007,13.184161000000005,0.5490810000000002
6,3,10,3,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,-1.2928000000000004,1.671331840000001,73.81730889000015
7,4,10,6,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,-4.532699999999999,20.545369289999993,1.8899375625000017
7,3,10,7,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,-3.843100000000001,14.769417610000009,85.19566902250013
4,4,3,3,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0,-0.45879999999999993,0.21049743999999992,0.21949225000000014
4,4,7,3,79.5,60.6,366.7,1.5,23.3,37,3.1,0.0,0.0,-6.929200000000001,48.01381264000001,20.373487690000033
4,4,8,7,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0,-0.9248999999999999,0.8554400099999999,0.9689449224999992
4,4,8,3,94.8,108.3,647.1,17.0,16.6,54,5.4,0.0,0.0,-1.2826000000000002,1.6450627600000005,0.11669055999999997
4,4,9,7,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,-1.0624,1.12869376,0.0845937225
4,4,9,4,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,-2.5985,6.75220225,2.6143656099999966
5,6,9,4,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,0.0,-10.735433333333335,115.24952885444448,2.9837380225000008
5,6,9,2,90.9,126.5,686.5,7.0,14.7,70,3.6,0.0,0.0,-1.1911999999999998,1.4189574399999996,2.9341977025
6,6,7,2,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,0.0,-1.2762999999999998,1.6289416899999993,1.498910490000001
4,4,3,2,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0,-1.3392000000000002,1.7934566400000005,1.0103265224999995
4,4,3,2,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0,-5.124233333333334,26.25776725444445,0.18722928999999996
4,4,9,5,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0,-6.648266666666667,44.19944967111112,10.8290355625
4,3,8,1,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0,-0.9351,0.8744120100000001,0.7557694225000003
4,3,8,4,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,-0.39940000000000003,0.15952036000000003,9.548409002499985
4,3,8,4,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,-0.39940000000000003,0.15952036000000003,9.548409002499985
4,3,8,5,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0.0,-0.7528999999999999,0.5668584099999998,0.31075050249999986
4,3,9,5,92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0.0,-2.6236,6.883276960000001,7.387795802499997
4,3,9,3,90.3,80.7,730.2,6.3,17.8,63,4.9,0.0,0.0,-1.5554999999999999,2.4195802499999997,0.3637899225000001
4,3,10,1,92.6,46.5,691.8,8.8,13.8,50,2.7,0.0,0.0,-1.3840000000000001,1.9154560000000003,0.07623121000000001
2,2,2,2,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,0.0,-1.5458000000000005,2.3894976400000014,1.3825056399999989
2,2,2,6,86.6,13.2,43.0,5.3,12.3,51,0.9,0.0,0.0,-3.8436000000000003,14.773260960000004,1.0458130225000006
2,2,3,1,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0,-1.5028999999999997,2.2587084099999992,0.2627587599999999
2,2,3,1,89.3,51.3,102.2,9.6,5.5,59,6.3,0.0,0.0,-3.9805999999999995,15.845176359999996,0.3267837225
2,2,8,5,93.0,75.3,466.6,7.7,18.8,35,4.9,0.0,0.0,-3.2055000000000002,10.275230250000002,0.028713302499999996
2,2,8,1,90.2,99.6,631.2,6.3,20.8,33,2.7,0.0,0.0,-0.6769,0.4581936099999999,0.5371424099999998
2,2,8,2,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0,-6.3138,39.86407043999999,0.7295722225000001
2,2,8,5,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0.0,-0.6192000000000001,0.3834086400000001,0.056810722500000015
2,2,9,6,92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0,-3.160999999999999,9.991920999999994,6.354936810000012
2,2,9,6,92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,0.0,-2.92195,8.5377918025,0.015612502500000002
2,2,9,6,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0.0,-3.656866666666667,13.372673817777782,0.06786024999999997
4,5,3,6,91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0.0,-2.0117,4.04693689,0.026961639999999995
4,5,3,6,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0,-1.5744999999999998,2.4790502499999993,1.1477908225000004
4,5,9,6,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,0.0,-4.881899999999999,23.83294760999999,1.2912913225000004
5,4,3,6,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0,-0.9962000000000001,0.9924144400000001,1.0143511225000004
5,4,8,3,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0,-1.8066000000000002,3.263803560000001,1.2388803025000008
5,4,9,6,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0,-24.002500000000005,576.1200062500002,6.529302562499994
9,9,2,5,84.2,6.8,26.6,7.7,6.7,79,3.1,0.0,0.0,-6.7057,44.96641249,3.261636
9,9,2,6,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0,-2.9598000000000013,8.760416040000008,0.9749587600000013
1,3,3,2,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0.0,-4.8084,23.12071056,0.5494515624999993
1,2,8,6,90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0.0,-1.7796,3.1669761600000004,0.8695562499999991
1,2,8,3,91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0.0,-9.388916666666667,88.15175617361112,11.681356840000007
1,2,8,1,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0.0,-10.561399999999999,111.54316995999999,2.138760002500003
1,2,8,1,90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0.0,-11.0694,122.53161636,2.2189081600000007
1,2,8,3,94.8,108.3,647.1,17.0,18.6,51,4.5,0.0,0.0,-3.8394666666666653,14.741504284444433,0.20579832249999994
1,2,8,4,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0,-5.0474,25.476246759999995,0.5960612024999997
1,2,8,5,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0,-1.1259000000000001,1.2676508100000003,1.487668090000001
1,2,9,5,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0.0,-12.981900000000001,168.52972761000004,2.1151339225000005
1,2,9,5,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0.0,-0.621,0.385641,6.468374889999993
1,2,9,5,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0.0,-9.4659,89.60326280999999,2.0280608100000017
1,2,9,1,93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,0.0,-16.1442,260.63519364000007,0.8054165025000005
6,5,3,7,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0,-12.2355,149.70746025,3.5654880625
6,5,8,7,90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0.0,-1.8858000000000001,3.5562416400000005,0.4940684100000001
8,6,3,6,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0,-3.5296000000000003,12.458076160000003,0.5763087224999999
8,6,8,1,92.3,85.3,488.0,14.7,20.8,32,6.3,0.0,0.0,-13.810599999999999,190.73267235999998,5.955552160000006
8,6,8,1,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0,-19.1058,365.0315936399999,2.370676089999998
8,6,8,2,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0,-8.4006,70.57008036,5.1977160225000105
4,4,9,1,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0,-1.7657999999999996,3.1180496399999984,0.4520545225
3,4,2,7,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0,-1.8600999999999999,3.4599720099999995,0.4523907599999995
3,4,3,7,69.0,2.4,15.5,0.7,17.4,24,5.4,0.0,0.0,-5.8943,34.74277249000001,9.813182760000014
3,4,8,1,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,0.0,-1.6114000000000004,2.596609960000001,0.6290076100000006
3,4,8,1,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,-2.1959999999999997,4.822415999999999,0.19307235999999992
3,4,8,1,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,-2.1959999999999997,4.822415999999999,0.09991921000000004
3,4,8,3,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0,-0.6285000000000001,0.39501225000000006,0.3409976025000002
2,4,8,3,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0.0,-0.8501999999999998,0.7228400399999997,1.0240428024999984
2,4,9,7,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0,-22.513199999999998,506.8441742399999,1.9169787025000018
2,4,1,7,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0,-3.2253999999999996,10.403205159999997,0.3346044024999995
4,5,3,6,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0,-0.42029999999999995,0.17665208999999996,15.98840210249997
4,5,3,5,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0,-6.1159,37.404232809999996,0.2993731224999999
4,5,8,1,90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0.0,-0.7864,0.61842496,0.3242733025
4,5,9,7,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0,-0.8707,0.7581184900000001,0.18054000999999992
4,5,9,2,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0,-1.9787999999999997,3.915649439999999,0.4160895024999996
4,4,3,6,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0,-0.6792,0.46131264000000005,0.049284000000000015
3,4,3,6,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0,-3.9697000000000005,15.758518090000004,0.21201420250000003
3,4,9,1,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0.0,-1.8154,3.2956771599999994,1.1234940024999993
3,4,9,2,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0,-3.0023999999999997,9.014405759999999,0.43870752249999956
3,4,3,3,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0,-1.61038,2.5933237443999997,0.17472399999999993
3,5,3,3,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0,-1.3188,1.73923344,0.00762129
3,4,3,7,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0,-2.2203999999999997,4.9301761599999985,0.05004168999999999
3,4,3,7,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0,-6.0825,36.99680624999999,0.00330625
3,4,3,2,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0,-3.1433000000000004,9.880334890000002,0.046160522500000016
3,4,8,5,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0,-0.19380000000000003,0.03755844000000001,6.7070640399999855
3,4,8,2,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0,-0.8107000000000001,0.6572344900000001,0.32404556250000005
3,4,8,2,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0,-1.1925,1.4220562499999998,0.12559936
3,4,9,1,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,-1.7926,3.21341476,1.6571412899999998
3,4,9,3,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0,-0.5134,0.26357956,0.37632090249999994
3,4,9,6,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0,-3.5746999999999995,12.778480089999997,0.032076810000000004
3,4,10,1,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,-2.2444333333333333,5.037480987777777,101.77984996000018
3,5,3,2,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0,-2.28,5.1983999999999995,0.008901922500000001
3,5,9,6,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0,-3.0891999999999995,9.543156639999998,0.7765134400000008
3,5,10,4,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,-2.403,5.774409,1.3346025624999998
2,5,10,1,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,-2.246633333333333,5.047361334444443,2.393827839999999
4,6,2,7,68.2,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0,-1.1052,1.2214670399999998,3.34341225
4,6,3,2,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0,-0.8562000000000001,0.7330784400000001,0.09302500000000002
4,6,3,1,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,-1.1386999999999998,1.2966376899999996,1.1491840000000002
4,6,9,5,93.7,80.9,685.2,17.9,17.6,42,3.1,0.0,0.0,-1.1609,1.3476888100000002,0.43731769000000015
3,5,3,3,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0,-0.5217999999999999,0.2722752399999999,0.10026722250000006
3,5,8,7,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0,-4.2653,18.19278409,0.19554083999999994
3,6,9,1,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0,-6.8820000000000014,47.36192400000002,0.38186220249999986
3,6,9,2,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0,-1.0513000000000001,1.1052316900000003,4.13064976
9,9,7,3,85.8,48.3,313.4,3.9,18.0,42,2.7,0.0,0.36,-7.745500000000011,59.99277025000018,0.29724304
1,4,9,3,91.0,129.5,692.6,7.0,21.7,38,2.2,0.0,0.43,-11.925899999999986,142.22709080999968,6.112267290000001
2,5,9,2,90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,0.47,-4.97480000000001,24.7486350400001,5.540139062499999
1,2,8,4,95.5,99.9,513.3,13.2,23.3,31,4.5,0.0,0.55,-0.784533333333332,0.615492551111109,9.405568922499997
8,6,8,6,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.61,-13.257099999999992,175.7507004099998,1.9200259225
1,2,7,7,90.0,51.3,296.3,8.7,16.6,53,5.4,0.0,0.71,-10.120400000000014,102.42249616000029,0.7367647225000007
2,5,8,4,95.5,99.9,513.3,13.2,23.8,32,5.4,0.0,0.77,-0.8800500000000024,0.7744880025000043,2.356532010000001
6,5,8,5,95.2,131.7,578.8,10.4,27.4,22,4.0,0.0,0.9,-14.136699999999994,199.84628688999985,0.04334724000000011
5,4,3,2,90.1,39.7,86.6,6.2,13.2,40,5.4,0.0,0.95,-0.5951,0.35414400999999995,0.12065202249999987
8,3,9,3,84.4,73.4,671.9,3.2,24.2,28,3.6,0.0,0.96,-12.610300000000016,159.0196660900004,0.3844000000000021
2,2,8,3,94.8,108.3,647.1,17.0,17.4,43,6.7,0.0,1.07,-0.7823999999999975,0.6121497599999961,0.5150932900000004
8,6,9,5,93.7,80.9,685.2,17.9,23.7,25,4.5,0.0,1.12,-4.38146666666667,19.197250151111138,0.07570752250000012
6,5,6,6,92.5,56.4,433.3,7.1,23.2,39,5.4,0.0,1.19,-1.8549999999999982,3.4410249999999936,0.05343032250000019
9,9,7,1,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,1.36,-6.697400000000008,44.85516676000011,0.008854809999999972
3,4,7,7,90.1,51.2,424.1,6.2,24.6,43,1.8,0.0,1.43,-14.021000000000015,196.58844100000042,0.11360270250000035
5,4,9,6,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,1.46,-3.489899999999996,12.179402009999972,0.9579515625
1,5,9,7,93.4,145.4,721.4,8.1,29.6,27,2.7,0.0,1.46,-6.224200000000003,38.74066564000004,0.6831849025000016
7,4,8,1,94.8,108.3,647.1,17.0,16.4,47,1.3,0.0,1.56,-2.328100000000001,5.420049610000005,0.24191642250000056
2,4,9,7,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,1.61,-0.11660000000000292,0.013595560000000681,23.48468521
2,2,8,4,92.1,111.2,654.1,9.6,18.4,45,3.6,0.0,1.63,0.46590000000000087,0.2170628100000008,3.9233705624999913
2,4,8,4,92.1,111.2,654.1,9.6,20.5,35,4.0,0.0,1.64,0.34060000000000024,0.11600836000000016,12.050965102499987
7,4,9,6,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,1.69,-0.7470516666666653,0.5580861926694425,1.4578147599999995
7,4,3,2,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.75,-5.8046999999999995,33.69454208999999,1.3720608224999997
6,4,8,5,95.2,131.7,578.8,10.4,20.3,41,4.0,0.0,1.9,-1.8996999999999917,3.6088600899999688,0.2128438224999991
6,3,3,7,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,1.94,-2.080299999999999,4.327648089999996,0.07781310250000038
8,6,9,7,92.5,121.1,674.4,8.6,17.8,56,1.8,0.0,1.95,-23.243133333333255,540.2432471511074,0.17351390249999887
8,5,9,1,89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,2.01,-3.903399999999995,15.236531559999962,1.6345622500000005
6,5,3,5,84.9,18.2,55.0,3.0,5.3,70,4.5,0.0,2.14,-0.575199999999993,0.330855039999992,0.002611210000000219
6,5,8,4,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,2.29,0.4174000000000002,0.17422276000000017,4.50458176
6,5,8,4,96.0,127.1,570.5,16.5,23.4,33,4.5,0.0,2.51,-0.25943333333333163,0.06730565444444356,20.37439044
6,5,3,6,91.2,48.3,97.8,12.5,14.6,26,9.4,0.0,2.53,-5.4467999999999925,29.66763023999992,0.33738672249999935
8,6,8,5,95.2,131.7,578.8,10.4,20.7,45,2.2,0.0,2.55,-1.7070000000000025,2.913849000000009,0.8891547024999995
5,4,9,4,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,2.57,-6.308900000000012,39.80221921000015,2.0037818025
8,6,8,4,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69,-1.0941999999999985,1.1972736399999968,3.5883724899999994
7,4,8,1,91.4,142.4,601.4,10.6,20.1,39,5.4,0.0,2.74,-9.046200000000006,81.83373444000011,2.8789605625
4,4,9,2,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07,-2.6585000000000023,7.067622250000012,8.449195562499998
1,4,8,7,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5,0.2873999999999999,0.08259875999999992,7.398944010000007
